ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,HOUSES_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION,URL,COMMENTS,eq,distance_to_city,city_name,city_pop,water_temp_change
1921,1961,7.0,23.0,21.0,51.0,-18.421,168.41099999999997,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.3,45.0,-0.5,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1921,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1961, July 23 21:51:07 UTC, [July 24 8:51 local time]. Validity 3. There was a 6-degree earthquake on the islands of Efate and Eromanga. The earthquake was 4 degrees on the islands of Tanna, Epi, Malekula and the Loyaute Islands. About 10 minutes after the earthquake, a tsunami with a range of oscillations of 1-1.5 m was observed in the Port Vila roadstead and at Torari [incorrect spelling of Forari] (Efate Island). Minor damage was done at both places. 
<br>[23.VII; 21h51m07s; 18.5 S., 168.5 E.; 45 km; M=6.8]
<P><blockquote><i>Reference #79:</i></blockquote> 
<P>1961, July 23, 21:51 UTC. 18.5 N, `68.3 E, magnitude 7-7.25. Tsunami source New Hebrides. Tsunami observation: Vila 0.9 m, Forari 0.9 m. 
<P><blockquote><i>Reference #45:</i></blockquote> 
<P>1961, July 23, 21:51:07.5 UTC. 18.5 N, 168.3 E, Depth 44 km, magnitude 7-7.25. 4.9-foot tsunami caused slight damage at Port Vila and Forari.",1.0,1863.2684736280119,Gold Coast,699226,-2.826
1912,1961,1.0,16.0,12.0,12.0,36.2,141.9,"KASHIMA, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,6.5,20.0,-2.0,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1912,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1961, January 16, 21:12 local time. There was an aftershock of the earthquake at 16:20 local time. It was also accompanied by a weak tsunami, which was registered by tide gauges.",1.0,201.48086326778514,Tokyo,37393128,-1.936
1910,1961,1.0,16.0,7.0,20.0,36.0,142.3,"KASHIMA, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,6.8,40.0,-2.0,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1910,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1961, January 16, 16:20 local time. An earthquake with source off the coast of Ibaraki Prefecture was felt on the coast and was accompanied by a weak tsunami, which was registered by tide gauges.",1.0,232.19763155437616,Tokyo,37393128,-1.936
1927,1961,11.0,15.0,7.0,17.0,42.7,145.7,SE. HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,60.0,-3.5,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1927,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1961, November 15, 16:17 local time. An earthquake with source off the southeastern coast of Hokkaido Island was accompanied by a very weak tsunami.
<P>Iida et a. (1967): 15.XI; 7h17m; 42.8 N., 145.7 E.; 60 km; M=6.9, m=-3.",1.0,357.2646706332987,Sapporo,2669680,-1.936
1915,1961,3.0,18.0,,,-9.43,159.95,"HONIARA, GUADALCANAL",SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Questionable Tsunami,,,,Limited (<$1 million),Few (~1 to 50 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1915,"1961, March. Remarks by Grover, 1965: In March 1961 several shocks were reported from the San Cristobal area on the 5th, and a very small shock was felt on Guadalcanal on 10th and at Honiara on 19th: as though the effects were migrating westward. Seismic seawaves swept villages situated about 12 feet above sea level on the SE coasts of both San Cristobal and Guadalcanal on 18th and 19th March: damage was done to leaf houses, some being destroyed, and personal property lost by the islanders. No details of these waves were obtained. Earthquakes not listed for 18th or 19th. (reference #99)",1.0,2125.2121864325936,Brisbane,2406182,-2.826
1917,1961,5.0,23.0,2.0,45.0,36.7,28.5,ASIA MINOR,TURKEY,Mediterranean Sea,Earthquake,Probable Tsunami,6.5,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1917,"1961, May 23. Aegean Sea, Asia Minor, Izmir. The color of the water in the Gulf of Izmir changed after the earthquake, and it was filled with algae. Some inhabitants of the coast noticed a weak wave. (reference #2130)",1.0,130.00617804341348,Denizli,644782,-1.936
1926,1961,10.0,18.0,16.0,51.0,-36.7,-73.0,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,6.5,15.0,,Limited (<$1 million),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1926,"October 18, 1961, 16:52 UTC, 36.7 S, 73 W, magnitude 6 MS, depth 15 km. (reference #164)
<P>
October 18, 1961, 16:52 UTC, 36.7 S, 73 W, magnitude 6.5 MS, depth 15 km. (reference #164)
<P>",1.0,14.79865458712679,Concepcion,880722,-2.826
2385,1961,6.0,16.0,10.0,31.0,8.9,-73.4,NORTHEASTERN,COLOMBIA,Caribbean Sea,Questionable Earthquake,Event that only caused a seiche or disturbance in an inland river,6.5,120.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2385,"It is possible that the earthquake created a seiche action in Lake Maraicabo, Venezuela, causing partial inundation of the town of Sur del Lago, at the southern part of the lake. The epicenter is approximately 200km from Sur del Lago. Singer et al. (Reference #410) mentions a verified earthquake associated with this wave action but gives no further details.
<P>1961, June 16. An irrupcion [bursting forth; surging up] of waves occurred at Lago de Maracaibo. Source was an earthquake. (reference #410)
<P>1961, June 16, 10:31 UTC, 8.9 N, 73.4 W, Lago de Maracaibo, Venezeula. An irrupcion [bursting forth; surging up] of waves occurred at Lago de Maracaibo. The towns south of the lake were partially flooded. Singer confirmed an association with an earthquake. (reference #1492)",1.0,200.2451821843801,Bucaramanga,1331453,-1.936
1914,1961,2.0,26.0,18.0,10.0,31.6,131.8,SEIKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7.6,74.0,-0.5,Moderate (~$1 to $5 million),Many (~101 to 1000 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1914,"<P>February 27, 1961, 3:11 [local time]. There was an earthquake with a source 80 km long off the eastern coast of Kyushu Island, at Hyuga-Nada. It caused a tsunami, which was registered by tide gauges from the Ryukyu Islands to the Boso Peninsula and Hachijo Island. The tsunami everywhere began with a flood tide, which shows the predominance of elevations at its source. According to Takahasi and Hatori, the mean period of the tsunami was 22 minutes. The energy of the tsunami, according to Hatori, was 3 X 10<sup>19</sup> ergs. (reference #414)",1.0,119.23884347783148,Kagoshima,591042,-1.936
1923,1961,8.0,1.0,5.0,39.0,-9.849,160.614,SOLOMON SEA,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Questionable Tsunami,6.4,25.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1923,"1961, August 1. Solomon Islands. Small tsunamis about 3 feet high swept the south coast at this time. (reference #99)
<P>1961, August 1, 05:39:49 UTC. 9.8 S, 160.5 E, depth 50 km, magnitude 6.6 MS. (reference #2666)",1.0,2106.816130055973,Brisbane,2406182,-2.826
1920,1961,7.0,18.0,14.0,4.0,29.6,131.8,RYUKYU ISLANDS,JAPAN,Japan,Earthquake,Definite Tsunami,6.6,60.0,-3.0,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1920,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1961, July 18, 23:04 local time. Validity 4. There was an earthquake with source on the north of the Ryukyu Islands. It was accompanied by a weak tsunami, which was registered by tide gauges.",1.0,244.58280348838665,Kagoshima,591042,-1.936
1913,1961,2.0,12.0,21.0,53.0,43.2,147.9,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,6.6,80.0,-0.5,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1913,,1.0,532.6932449108673,Sapporo,2669680,-1.936
5631,1962,1.0,11.0,5.0,5.0,43.3,17.1,DALMATIAN COASTS,CROATIA,Mediterranean Sea,Earthquake,Probable Tsunami,6.1,33.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5631,"According to Pasari&#263; et al., (2012)"" The tide gauge at Split did register intensified high-frequency sea-level variability, starting 40 min after the mainshock, with a maximum trough-to-crest height of about 7 cm. (reference #11164)
<P>Let us return to the question posed in the title of the paper: Did the Makarska earthquake of 1962 generate a tsunami in the central Adriatic archipelago? The findings discussed above suggest that the answer to this question is probably yes, a small one. Although the agreement between the observed and modelled time series is good, the low signal-to-noise ratio prevents us from giving a more categorical answer. (reference #2862)",1.0,242.30406902504802,Bari,622377,-2.022
1931,1962,5.0,11.0,14.0,11.0,17.2,-99.6,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.0,40.0,0.0,Moderate (~$1 to $5 million),Some (~51 to 100 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1931,"On May 11, 1962, at 8:12 [local time] there was a magnitude 7.2 earthquake with an intensity of 8 degrees at Acapulco [17.2 N, 99.7 W, depth 40 km] where there was destruction, <B>four dead and many injured</B>. A tsunami with a height of 75 cm (2.8 feet) was registered at Acapulco
(reference #415)",1.0,48.264653585395784,Acapulco de Juarez,979381,-2.022
1932,1962,5.0,19.0,14.0,58.0,17.2,-99.5,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Probable Tsunami,7.2,33.0,,Moderate (~$1 to $5 million),Some (~51 to 100 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1932,"On May 19, 1962 at 14:58:15.0 UTC, a magnitude 7-7.25 earthquake near the coast of Mexico (17.2 N, 99.5 W, depth 33 km) caused <B>3 fatalities, 16 injuries and extensive property damage</B> in south-central Mexico. (reference #45)
<P>The tsunami associated with it was registered by the Acapulco tide gauge and was smaller than that of May 11, 1962. Its commencement was registered as a fall of sea level of 0.27 m and a subsequent rise of 0.34 m. Oscillations had a 30 minute period. Its mean propagation from its source to the tide gauge station was 660 km/hr. (reference #369)",1.0,55.76174521446444,Acapulco de Juarez,979381,-2.022
1930,1962,4.0,23.0,5.0,58.0,42.2,143.9,SE. HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.0,60.0,-3.5,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1930,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>1962, April 23, 14:58 local time. There was an earthquake with source off the southeastern coast of Hokkaido Island. It was accompanied by a very weak tsunami, which was barely registered by tide gauges.",1.0,229.70916414476244,Sapporo,2669680,-2.022
1929,1962,4.0,12.0,0.0,52.0,38.073,142.741,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,25.0,-2.0,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1929,"1962, April 12, 9:52 local time. An earthquake with source off the coast of Miyagi Prefecture was accompanied by a weak tsunami which was registered by tide gauges. (reference #414)",1.0,165.44352596678715,Sendai,2327417,-2.022
1928,1962,3.0,12.0,11.0,40.0,8.008,-82.757,COSTA RICA-PANAMA,PANAMA,West Coast of North and Central America,Earthquake,Probable Tsunami,6.8,35.0,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1928,"On March 12, 1962 at 11:40:12.2 UTC, there was a magnitude 6.8 earthquake with source off the coast of Panama and Costa Rica [8.1 N, 82.9 W, depth 40 km]. A small tsunami occurred and was registered 2.7 hours, later by the tide gauge at San Cristobal (Galapagos Islands) with an amplitude of 10 cm and with approximately the same height by the tide gauge at Puerto Armuelles. (reference #415)
<P>Reference #273 lists 30 cm at San Cristobal and Puerto Armuelles.",1.0,235.57350454112634,Santiago,6767223,-2.022
1933,1962,5.0,21.0,12.0,21.0,41.8,142.4,OFF COAST OF HONSHU ISLAND,JAPAN,Japan,Earthquake,Questionable Tsunami,5.7,60.0,-2.0,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1933,"May 21, 1962, 12:21 UTC, 41.8 N, 142.4 E, depth 60 km, magnitude 5 3/4. (reference #3458)",1.0,164.47924479496507,Sapporo,2669680,-2.022
1937,1962,12.0,21.0,8.0,42.0,52.47,-168.54,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Very Doubtful Tsunami,6.5,33.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1937,"A magnitude 6.8 earthquake in the Fox Islands, Aleutian Islands, causd a tsunami warning to be issued. Oscillations reported by Honolulu observatory started 4.75 hours too early to be a tsunami from this source, and so this is a doubtful tsunami.  (Ref #236)",1.0,3164.477532935731,Vancouver,2581079,-2.022
3391,1962,5.0,28.0,22.0,57.0,39.8,25.0,NORTH AEGEAN SEA,GREECE,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,4.5,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3391,"1962, May 28, 22:57:47 UTC. 39.8 N, 25 E,magnitude 4.5, intensity V, tsunami reliability 0. Shock affecting the island of Lemnos (Papakis, ref #11248). Further references: Papadopoulos (ref #331) (reference #4139)
<P>1962, May 28, 22:57:47 UTC. 39.8 N, 25 E, magnitude 4.5 Ms, intensity V, tsunami reliability 0. Weak wave in Lemnos. (reference #2427)",1.0,198.97341746957383,Thessaloniki,812166,-2.022
1950,1963,12.0,18.0,0.0,30.0,-24.8,-176.6,TONGA TRENCH,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,7.2,46.0,0.5,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1950,"December 18, 1963. An earthquake occurred with its epicentre
near the Tonga Islands. It was felt on the islands of Tonga, Fiji and Kermadec. There was a very strong swell in the Tahiti Islands. (USCGS): Oh30m03s; 24.8 S., 176.6 W.; 46 km; M=7.25-7.5. (reference #415)",1.0,1569.3022240890095,Auckland,1606564,-3.487
1946,1963,10.0,12.0,11.0,27.0,44.426,149.27200000000002,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.1,48.0,-2.0,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1946,"<P>1963, October 12, 11:26:58.6 UTC. 44.71 N, 149.11 E, depth 50 km, magnitude 7.2 Ms. Foreshock to 10/13 05:17; tsunami in Friz Sound region. (reference #223)",1.0,655.2427943057526,Sapporo,2669680,-2.209
1949,1963,12.0,16.0,1.0,51.0,-6.4,105.4,JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,6.6,64.0,0.0,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1949,"December 16, 1963, 01:51:31 UTC, 6.4 S, 105.4 E, depth 64 km, magnitude 6.6 MS. There was an earthquake, which caused light destruction at Labuhan and Menes. A weak tsunami was reported from Labuhan.  (reference #414)",1.0,106.5548535189796,Bandar Lampung,1091512,-3.487
1940,1963,2.0,13.0,8.0,50.0,24.4,122.1,E. TAIWAN-RYUKYU ISLANDS,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.3,47.0,-2.0,Moderate (~$1 to $5 million),Some (~51 to 100 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/1940,"<P><blockquote><i>Reference #414:</i></blockquote> 
<P>On February 13, 1963, at 16:50 [local time], validity 4, a magnitude 7.3 earthquake on the north of Taiwan (24.5 N, 122.3 E), excited a tsunami. It was registered at Hualien with a height of 20 cm. 
<P><blockquote><i>Reference #45:</i></blockquote> 
<P>Feb 13, 1963, at 08:50:04.5 UTC, 24.5 N, 122.1 E, depth 47 km, magnitude 7.25, <B>four killed, 18 injured, and widespread but moderate damage in Taipei and Hsinchu</B>. Seismic sea wave generated with 16-inch range at Hwalien.",1.0,89.05809838739378,Taibei,2721485,-2.209
5569,1963,10.0,9.0,21.0,39.0,46.267,12.329,"VAJONT DAM, VAJONT RIVER",ITALY,Mediterranean Sea,Landslide,Event that only caused a seiche or disturbance in an inland river,,,,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5569,"<P><blockquote><i>Reference #10991:</i></blockquote> 
<P>1963, October 9. The landslide and flood at Vaiont Reservoir in northeast Italy is a famous engineering disaster caused by the failure to manage the effects of reservoir filling upon the stability of Monte Toc, just to the south. The disaster was unusual in that dam collapse did not trigger the ensuing flood. Rather, a catastrophic landslip from the slope of Monte Toc pushed ~1/5 of the water in the newly created reservoir overtop and around the dam. The 2.6x10<sup>8</sup> m<sup>3</sup> slide mass flung down 30 million cubic meters of water to flood the Piave Valley below. 
<P><blockquote><i>Reference #10992:</i></blockquote> 
<P>1963, October 9. The Vajont Landslide occurred at 10.39 pm in Italy, in the Dolomites of Friuli, on the borders of the Veneto Region and about 100 km north of Venice. A mass of approximately 270-300 million m<sup>3</sup> of rock and debris collapsed into the reservoir generating a wave that over-topped the 261.6 m high double curved arch dam built across a V-shaped gorge. The flood wave dropped into the Piave Valley destroying the town of Longarone and other villages nearby. <b>More than 2,000 people (the real number is not known) were killed</b>.
<P><blockquote><i>Reference #10993:</i></blockquote> 
<P>1963, October 9. At 22:39 a huge landslide of about 270 million m<sup>3</sup> slid from Mount Toc into the Vajont artificial reservoir, in north-eastern Italy. The amount of water in the basin at that moment was about 115 million m<sup>3</sup>. The resulting displacement of water caused the generation of an impulse wave that spread throughout the basin. Its impressive wave run-up on the north slope of the lake, in front of Mount Toc, reached and <b>damaged buildings located in Casso</b> about 235 m over the original height of the lake surface. The resulting wave rundown crashed into the front of the landslide and partially crossed over the slide bulk, reaching the depressions behind the slide. On the east side of the basin, a portion of the water which was pushed forward by the landslide formed a wave with smaller amplitude that travelled to the east, reaching the eastern most end of the reservoir in the mountains. 
<P>During the whole event several impulse waves crested the dam or moved onto the surrounding slopes which became a way for the water to move out into the narrow canyon that connects the dam to the Piave Valley. The mass of water that poured into the canyon, compressing the air, generated a wave of pressure that acted as a wind. This ""wind"", propagating at a speed greater than the waterfront, preceded the waterfront and produced the first damage in Longarone, before the water reached the town. The villages located along the Piave riverbed were completely devastated and turned into a flat plain of mud, with about 1700 casualties. The wave travelled upstream for about 5 km and in the downstream cross-sections of Ponte nelle Alpi and Belluno (located respectively at about 11 and 19 km from Longarone) the estimated maximum flow was 20% - 50% higher than the one observed during the famous 1966 flood wave. 
<P>The water depth of the wave in some points exceeded 50 m.  
<P><blockquote><i>Reference #10995:</i></blockquote> 
<P>1963, October 9. In Monte Toc 260 million cubic meters of rock and stone in the lake provoked a wave of 50 million cubic meters of water that was <b>sufficient enough to wipe off the face of the earth, in four minutes, 5 villages: Longarone, Pirago, Rivalta, Villanova, Fae</b>; 2000 victims.",0.0,92.23301023639637,Venezia,637245,-2.209
